city,cell_id,metric,benchmark_count,human_miles,waymo_miles
LOS_ANGELES,9278180544015761408,blincoe_any_injury,32.34807066465157,36084739.18852524,14042.325193841032
LOS_ANGELES,9278180578375499776,blincoe_any_injury,16.04062724417718,13899611.4885475,8368.384017221557
LOS_ANGELES,9278180612735238144,blincoe_any_injury,40.443469779306916,25304818.96696029,510.07176160751874
LOS_ANGELES,9278180715814453248,blincoe_any_injury,44.835565713795695,20800519.05931362,1461.7194401637196
LOS_ANGELES,9278180750174191616,blincoe_any_injury,29.95597473016279,12989969.20719385,7691.445778575404
LOS_ANGELES,9278180784533929984,blincoe_any_injury,14.572198462973072,13002569.564111514,20865.60830892231
LOS_ANGELES,9278180818893668352,blincoe_any_injury,53.210971413871796,24372905.6973422,22850.999082887443
LOS_ANGELES,9278180853253406720,blincoe_any_injury,11.523251551496822,18673824.34801599,13800.966526429564
LOS_ANGELES,9278180887613145088,blincoe_any_injury,35.32550457142242,24030140.247369092,38828.386124081524
LOS_ANGELES,9278180921972883456,blincoe_any_injury,42.479226281659614,24516582.883305177,32386.745484818784
LOS_ANGELES,9278180956332621824,blincoe_any_injury,28.583950180606,11043222.178343622,17125.151132606472
LOS_ANGELES,9278180990692360192,blincoe_any_injury,26.20753936353793,35536697.46047453,24139.22814344566
LOS_ANGELES,9278181025052098560,blincoe_any_injury,66.31474109564076,45426034.91511943,46619.68345514378
LOS_ANGELES,9278181059411836928,blincoe_any_injury,102.71175867176858,40625169.05404779,43442.250989834516
LOS_ANGELES,9278181093771575296,blincoe_any_injury,19.08957415565343,36740177.90652192,32629.411851793564
LOS_ANGELES,9278181128131313664,blincoe_any_injury,30.3886470090142,45287631.708495826,33195.92673971727
LOS_ANGELES,9278181162491052032,blincoe_any_injury,39.898708151387474,44322762.1595861,33555.4411000382
LOS_ANGELES,9278181196850790400,blincoe_any_injury,41.91189856051103,32110043.400984365,17864.092688115856
LOS_ANGELES,9278181231210528768,blincoe_any_injury,58.05581101214398,35070743.98912507,5447.439404377141
LOS_ANGELES,9278181265570267136,blincoe_any_injury,38.430279370183364,19003155.726699848,13514.938721342858
LOS_ANGELES,9278181299930005504,blincoe_any_injury,15.816448546041121,25437740.87480644,18882.196535344126
LOS_ANGELES,9278181334289743872,blincoe_any_injury,12.747430249632881,30075824.772803247,38640.70690831914
